,Stn ID,Stn Name,Elev,Lat,Long,Mdl,Tmp,RH,Wind,PPT,ERC,BI,SC,KBDI,HUN,THOU,TEN,STL,ADJ,IC,State,Elev_standard,Tmp_standard,RH_standard,Wind_standard,PPT_standard,BI_standard,Long_adj,Agglo_clusters,posterior_clusters
0,320501,TURTLE MOUNTAIN,1859,48.8,99.8,7L,70,38,15,0.0,1,3,3,371,11,17,7,1,L,6,North Dakota,-0.6668161032905944,-0.29230769230769216,-0.24,0.0714285714285714,-1.0,-1.175118728880221,-99.8,0,C0
0,101222,PINE CREEK,5600,44.2,116.1,7G,85,25,4,0.0,84,57,7,431,6,6,5,4,H,34,Idaho,0.004034788846050352,0.16923076923076907,-0.5,-0.7142857142857143,-1.0,0.523396978677703,-116.1,0,C0
0,31404,BLANCHARD SPRINGS,1100,35.9,92.1,7R,85,67,6,0.0,4,3,0,413,21,22,14,1,L,3,Arkansas,-0.8029229803640276,0.16923076923076907,0.3400000000000001,-0.5714285714285714,-1.0,-1.175118728880221,-92.1,2,C0
0,353120,PROVOLT,1176,42.2,123.2,7G,89,19,9,0.0,52,58,12,657,13,12,5,4,V,46,Oregon,-0.789294360261813,0.29230769230769216,-0.62,-0.3571428571428572,-1.0,0.554850973262109,-123.2,0,C0
0,20503,VERDE,3101,34.5,111.8,7B,97,27,5,0.27,38,37,6,717,15,12,6,2,M,26,Arizona,-0.44409575898861287,0.5384615384615383,-0.45999999999999996,-0.6428571428571429,-0.8452722063037249,-0.10568291301041698,-111.8,0,C0
0,156502,HOUCHIN MEADOW,774,37.1,86.1,8E,89,60,2,0.0,20,21,4,439,20,21,12,3,M,7,Kentucky,-0.86138258764458,0.29230769230769216,0.19999999999999996,-0.8571428571428572,-1.0,-0.6089468263609129,-86.1,1,C0
0,261708,MT SPRINGS,5440,36.3,115.8,7A,95,14,7,0.0,3,39,84,458,9,8,4,3,M,42,Nevada,-0.024657042948085683,0.476923076923077,-0.72,-0.5,-1.0,-0.04277492384160498,-115.8,0,C0
0,241910,DEARBORN,3518,47.1,111.9,7G,77,27,13,0.0,73,83,19,325,7,9,5,4,H,44,Montana,-0.3693176723751457,-0.0769230769230771,-0.45999999999999996,-0.07142857142857151,-1.0,1.341200837872259,-111.9,0,C0
0,260308,SPRING GULCH,5500,40.5,114.2,7T,84,14,8,0.0,22,71,44,514,6,5,3,4,V,55,Nevada,-0.01389760602528467,0.1384615384615384,-0.72,-0.4285714285714286,-1.0,0.963752902859387,-114.2,0,C0
0,21008,BLACK HILLS,3300,33.0,109.9,7G,99,24,11,0.0,70,71,14,659,8,9,5,3,H,47,Arizona,-0.40841029319465616,0.6000000000000001,-0.52,-0.2142857142857143,-1.0,0.963752902859387,-109.9,0,C0
0,45223,REFUGIO,1465,34.5,120.0,7B,84,53,6,0.0,21,39,12,628,12,11,9,3,M,17,California,-0.7374697390836547,0.1384615384615384,0.06000000000000005,-0.5714285714285714,-1.0,-0.04277492384160498,-120.0,0,C0
0,40518,BACKBONE,4618,40.8,123.1,7G,88,14,3,0.0,94,71,10,681,4,5,3,4,V,51,California,-0.17206132879046,0.2615384615384615,-0.72,-0.7857142857142857,-1.0,0.963752902859387,-123.1,0,C0
0,350915,NORTH POLE,3500,45.0,120.3,7C,84,21,14,0.0,19,56,30,473,6,6,4,5,V,66,Oregon,-0.372545503451986,0.1384615384615384,-0.5800000000000001,0.0,-1.0,0.491942984093297,-120.3,0,C0
0,312001,RENDEZVOUS MTN,2380,36.2,81.2,7G,75,90,1,0.17,10,11,2,217,18,23,20,1,L,0,North Carolina,-0.5733883260109387,-0.1384615384615384,0.8,-0.9285714285714286,-0.9025787965616046,-0.923486772204973,-81.2,1,C0
0,243002,PBURG,5280,46.3,113.2,7G,80,29,5,0.0,57,56,10,233,12,11,6,4,H,36,Montana,-0.05334887474222183,0.01538461538461533,-0.42000000000000004,-0.6428571428571429,-1.0,0.491942984093297,-113.2,0,C0
0,352305,CRANE PRAIRIE,5373,44.1,118.4,7C,84,14,4,0.0,18,29,8,355,9,9,4,4,H,40,Oregon,-0.03667174751188018,0.1384615384615384,-0.72,-0.7142857142857143,-1.0,-0.35731486968566495,-118.4,0,C0
0,319840,BRUNSWICK CO AP,25,33.9,-78.0,7G,83,78,7,0.07,20,28,7,294,17,22,11,,,13,North Carolina,-0.9956962252308795,0.10769230769230775,0.56,-0.5,-0.9598853868194842,-0.38876886427007096,-78.0,1,C0
0,236501,COUNCIL BLUFF,1322,37.7,90.9,7E,83,65,2,0.0,10,12,2,408,19,20,13,2,L,5,Missouri,-0.7631130637496637,0.10769230769230775,0.30000000000000004,-0.8571428571428572,-1.0,-0.892032777620567,-90.9,2,C0
0,313903,COW MTN.,2390,35.4,83.3,8G,75,82,0,0.01,2,8,5,369,19,29,17,1,L,2,North Carolina,-0.5715950865238053,-0.1384615384615384,0.6400000000000001,-1.0,-0.994269340974212,-1.017848755958191,-83.3,1,C0
0,44733,CASE MOUTAIN,6450,36.4,118.8,7B,79,29,5,0.0,49,109,50,426,8,8,5,3,H,57,California,0.15646014525239837,-0.01538461538461533,-0.42000000000000004,-0.6428571428571429,-1.0,2.159004697066815,-118.8,0,C1
0,45105,CONVERSE,5618,34.1,116.9,7C,89,25,9,0.0,21,47,19,599,13,11,3,3,H,56,California,0.0072626199228906785,0.29230769230769216,-0.5,-0.3571428571428572,-1.0,0.208857032833643,-116.9,0,C0
0,480214,EAGLE,7500,44.4,109.8,7G,72,25,7,0.05,69,62,10,224,9,9,5,3,M,37,Wyoming,0.34475029140141666,-0.23076923076923084,-0.5,-0.5,-0.9713467048710602,0.680666951599733,-109.8,0,C0
0,52003,LOOKOUT MOUNTAIN,7504,39.7,105.2,7G,63,50,11,0.0,49,59,13,190,11,12,9,3,M,18,Colorado,0.34546758719627,-0.5076923076923077,0.0,-0.2142857142857143,-1.0,0.586304967846515,-105.2,0,C0
0,320220,LOSTWOOD,2270,48.6,102.4,7R,69,37,10,0.0,13,13,2,184,12,13,8,3,M,24,North Dakota,-0.5931139603694073,-0.32307692307692326,-0.26,-0.2857142857142858,-1.0,-0.860578783036161,-102.4,0,C0
0,45227,GAVIOTA,878,34.4,120.2,7B,80,51,8,0.0,17,34,11,534,15,13,10,3,M,14,California,-0.8427328969783915,0.01538461538461533,0.020000000000000018,-0.4285714285714286,-1.0,-0.20004489676363496,-120.2,0,C0
0,89950,HILLSBOROUGH,68,27.9,-82.3,7G,89,65,1,0.0,14,11,1,110,17,25,11,2,L,6,Florida,-0.9879852954362055,0.29230769230769216,0.30000000000000004,-0.9285714285714286,-1.0,-0.923486772204973,-82.3,1,C0
0,101049,ROUNDTOP,6560,46.5,114.5,7G,76,27,5,0.0,74,76,15,455,8,8,6,4,H,40,Idaho,0.176185779610867,-0.10769230769230775,-0.45999999999999996,-0.6428571428571429,-1.0,1.121022875781417,-114.5,0,C0
0,393101,HURON,1877,44.2,98.7,7L,67,100,12,0.06,0,0,0,333,16,16,35,1,L,0,South Dakota,-0.6635882722137542,-0.3846153846153846,1.0,-0.1428571428571429,-0.9656160458452722,-1.2694807126334389,-98.7,2,C0
0,125201,SULLIVAN RAWS,531,39.0,-87.3,7R,84,61,3,0.0,4,3,0,304,20,21,13,,,4,Indiana,-0.9049583071819242,0.1384615384615384,0.21999999999999997,-0.7857142857142857,-1.0,-1.175118728880221,-87.3,1,C0
0,482105,SAWMILL PARK,9020,41.0,106.1,7G,48,76,8,0.01,33,33,6,350,15,14,15,3,M,2,Wyoming,0.6173226934457097,-0.9692307692307693,0.52,-0.4285714285714286,-0.994269340974212,-0.23149889134804097,-106.1,0,C0
0,43010,BRIONES,1450,37.9,122.1,7F,92,15,6,0.0,35,62,20,596,8,9,4,5,E,76,California,-0.7401595983143548,0.3846153846153846,-0.7,-0.5714285714285714,-1.0,0.680666951599733,-122.1,0,C0
0,452404,GRAYBACK,3766,45.9,121.0,7C,83,24,5,0.0,18,32,10,430,7,7,5,4,H,35,Washington,-0.3248453330942347,0.10769230769230775,-0.52,-0.6428571428571429,-1.0,-0.262952885932447,-121.0,0,C0
0,210602,ISABELLA,1990,47.6,91.4,7G,77,64,3,0.0,29,20,2,237,15,17,12,3,M,5,Minnesota,-0.6433246660091455,-0.0769230769230771,0.28,-0.7857142857142857,-1.0,-0.6404008209453189,-91.4,2,C0
0,156001,JACKSON,1388,37.5,83.3,8E,82,66,2,0.05,14,21,5,173,20,21,13,3,M,5,Kentucky,-0.7512776831345827,0.07692307692307665,0.32000000000000006,-0.8571428571428572,-0.9713467048710602,-0.6089468263609129,-83.3,1,C0
0,482106,DODGE CREEK,7100,41.9,105.5,7G,55,66,15,0.08,45,59,14,350,12,12,12,3,M,8,Wyoming,0.27302071191607635,-0.7538461538461538,0.32000000000000006,0.0714285714285714,-0.9541547277936963,0.586304967846515,-105.5,0,C0
0,142301,POTAWATOMI,1100,39.3,-95.8,7N,73,91,8,0.13,0,0,0,542,17,18,35,1,L,0,Kansas,-0.8029229803640276,-0.20000000000000018,0.8200000000000001,-0.4285714285714286,-0.9255014326647565,-1.2694807126334389,-95.8,2,C0
0,480111,MAMMOTH,6239,44.9,110.6,7G,69,38,4,0.03,58,49,8,197,10,11,8,4,M,18,Wyoming,0.11862279207388138,-0.32307692307692326,-0.24,-0.7142857142857143,-0.9828080229226361,0.271765022002455,-110.6,0,C0
0,20309,LIMESTONE,7107,34.1,110.2,7G,86,13,8,0.0,62,66,13,465,10,11,4,3,H,59,Arizona,0.27427597955706995,0.20000000000000018,-0.74,-0.4285714285714286,-1.0,0.806482929937357,-110.2,0,C0
0,409201,PRENTICE COOPER,1920,35.1,85.4,8E,83,63,4,0.01,5,3,0,182,22,24,12,1,L,2,Tennessee,-0.65587734241908,0.10769230769230775,0.26,-0.7142857142857143,-0.994269340974212,-1.175118728880221,-85.4,1,C0
0,51407,DRAGON ROAD,6240,39.9,108.8,7G,73,31,10,0.0,73,72,14,406,9,7,6,3,M,34,Colorado,0.11880211602259472,-0.20000000000000018,-0.38,-0.2857142857142858,-1.0,0.995206897443793,-108.8,0,C0
0,89917,BAY,45,30.2,-85.6,7G,78,83,0,0.1,10,9,1,48,20,24,16,2,L,2,Florida,-0.9921097462566125,-0.04615384615384599,0.6600000000000001,-1.0,-0.9426934097421203,-0.9863947613737849,-85.6,1,C0
0,481412,SHARPNOSE,5555,42.9,108.6,7G,70,46,9,0.0,72,61,10,315,7,7,8,3+,M,19,Wyoming,-0.004034788846050352,-0.29230769230769216,-0.07999999999999996,-0.3571428571428572,-1.0,0.649212957015327,-108.6,0,C0
0,315641,ANDREWS-MURPHY AP,1697,35.1,-83.8,7G,77,82,0,0.24,5,9,2,95,20,28,15,,,2,North Carolina,-0.6958665829821573,-0.0769230769230771,0.6400000000000001,-1.0,-0.8624641833810889,-0.9863947613737849,-83.8,1,C0
0,243404,NEWLAN CREEK,5635,46.7,110.8,7G,71,35,5,0.0,46,40,6,292,13,13,8,3,M,20,Montana,0.010311127051017666,-0.2615384615384615,-0.29999999999999993,-0.6428571428571429,-1.0,-0.01132092925719898,-110.8,0,C0
0,450306,MINOT LO,1768,46.8,123.4,7G,72,58,5,0.0,26,25,4,677,15,19,11,3-,M,9,Washington,-0.6831345826235093,-0.23076923076923084,0.15999999999999992,-0.6428571428571429,-1.0,-0.483130848023289,-123.4,0,C0
0,41909,HOMEWOOD,7191,39.0,120.1,7G,80,19,10,0.0,82,81,15,398,6,7,4,5,V,54,California,0.2893391912489913,0.01538461538461533,-0.62,-0.2857142857142858,-1.0,1.278292848703447,-120.1,0,C0
0,21503,AHAKAHV PRESERVE,364,34.1,114.3,7B,108,23,5,0.0,47,56,12,704,10,9,5,2,M,35,Arizona,-0.9349054066170537,0.8769230769230769,-0.54,-0.6428571428571429,-1.0,0.491942984093297,-114.3,0,C0
0,451504,MARBLEMOUNT,357,48.5,121.4,7G,73,66,2,0.0,29,44,12,778,16,16,13,3,M,9,Washington,-0.9361606742580472,-0.20000000000000018,0.32000000000000006,-0.8571428571428572,-1.0,0.11449504908042502,-121.4,0,C0
0,451412,HOZOMEEN,1700,48.9,121.0,7G,73,47,0,0.0,58,73,18,758,10,10,9,5,V,21,Washington,-0.6953286111360172,-0.20000000000000018,-0.05999999999999994,-1.0,-1.0,1.026660892028199,-121.0,0,C1
0,40723,LADDER BUTTE,5672,40.8,121.2,7G,83,21,8,0.0,88,71,11,364,5,6,4,3,M,41,California,0.016946113153411657,0.10769230769230775,-0.5800000000000001,-0.4285714285714286,-1.0,0.963752902859387,-121.2,0,C0
0,451721,FIRE ACADEMY,1580,47.4,121.6,7G,73,56,5,0.0,35,35,6,653,15,15,11,3+,M,11,Washington,-0.7168474849816193,-0.20000000000000018,0.1200000000000001,-0.6428571428571429,-1.0,-0.16859090217922898,-121.6,0,C0
0,89932,TAYLOR,73,30.0,-83.5,7G,79,91,3,0.41,11,11,1,166,20,23,15,2,L,2,Florida,-0.9870886756926387,-0.01538461538461533,0.8200000000000001,-0.7857142857142857,-0.7650429799426934,-0.923486772204973,-83.5,1,C0
0,315440,HATTERAS WS OFFICE,17,35.2,-75.6,7G,84,74,10,0.0,1,0,0,261,17,24,35,1,L,0,North Carolina,-0.9971308168205864,0.1384615384615384,0.48,-0.2857142857142858,-1.0,-1.2694807126334389,-75.6,1,C0
0,21104,GUTHRIE,6340,32.8,109.3,7G,91,24,4,0.0,60,44,6,446,10,11,5,3,M,32,Arizona,0.13673451089392996,0.3538461538461539,-0.52,-0.7142857142857143,-1.0,0.11449504908042502,-109.3,0,C0
0,50408,KEYSER RIDGE,10201,39.8,106.0,7G,51,62,8,0.1,50,48,8,198,13,10,12,,,7,Colorado,0.8291042768761767,-0.8769230769230769,0.24,-0.4285714285714286,-0.9426934097421203,0.24031102741804902,-106.0,0,C0
0,45303,OZENA,3331,34.5,119.1,7B,101,9,5,0.0,106,150,46,664,6,5,2,5,E,89,California,-0.4028512507845423,0.6615384615384614,-0.8200000000000001,-0.6428571428571429,-1.0,3.4486184750274607,-119.1,0,C1
0,360331,KENNEDY PRESERVE,2209,41.1,-78.4,7R,71,72,5,0.02,3,2,0,97,22,26,15,1,L,2,Pennsylvania,-0.6040527212409217,-0.2615384615384615,0.43999999999999995,-0.6428571428571429,-0.9885386819484241,-1.2065727234646269,-78.4,1,C0
0,411102,LINDEN,367,33.0,94.3,8G,94,47,4,0.0,35,26,3,540,13,18,9,3,M,13,Texas,-0.9343674347709137,0.44615384615384635,-0.05999999999999994,-0.7142857142857143,-1.0,-0.451676853438883,-94.3,2,C0
0,352816,SIGNAL TREE,3294,43.0,123.7,7G,74,47,4,0.0,51,46,7,665,11,12,9,,,16,Oregon,-0.4094862368869362,-0.16923076923076952,-0.05999999999999994,-0.7142857142857143,-1.0,0.177403038249237,-123.7,0,C0
0,21208,SCOUT CAMP,7840,32.3,110.7,7G,79,48,4,0.0,37,29,4,213,14,15,9,2,L,12,Arizona,0.40572043396395596,-0.01538461538461533,-0.040000000000000036,-0.7142857142857143,-1.0,-0.35731486968566495,-110.7,0,C0
0,20216,WARM SPRINGS,8010,36.7,112.2,7G,87,15,4,0.0,61,44,6,246,10,11,5,3-,M,32,Arizona,0.4362055052452256,0.23076923076923084,-0.7,-0.7142857142857143,-1.0,0.11449504908042502,-112.2,0,C0
0,261204,FISH SPRINGS,5120,38.9,119.6,7G,93,14,13,0.0,95,101,22,592,5,5,3,4,V,72,Nevada,-0.08204070653635798,0.41538461538461524,-0.72,-0.07142857142857151,-1.0,1.907372740391567,-119.6,0,C0
0,291302,GRANTS,8620,35.2,107.6,7B,78,10,7,0.0,64,92,27,347,11,11,4,3,H,60,New Mexico,0.5455931139603694,-0.04615384615384599,-0.8,-0.5,-1.0,1.624286789131913,-107.6,0,C0
0,84402,MERRITT ISLAND FC,10,28.4,80.6,8G,92,49,4,0.0,26,20,2,313,16,20,10,3,M,10,Florida,-0.9983860844615798,0.3846153846153846,-0.020000000000000018,-0.7142857142857143,-1.0,-0.6404008209453189,-80.6,1,C0
0,443301,FAPH_DELOS,120,38.0,77.2,7C,85,58,4,0.0,3,3,0,166,16,21,11,1,L,3,Virginia,-0.9786604501031113,0.16923076923076907,0.15999999999999992,-0.7142857142857143,-1.0,-1.175118728880221,-77.2,1,C0
0,311740,SPRUCE PINE TOWER,2746,35.9,-82.0,7G,77,62,1,0.11,18,20,3,67,17,24,11,,,9,North Carolina,-0.5077557607818524,-0.0769230769230771,0.24,-0.9285714285714286,-0.9369627507163324,-0.6404008209453189,-82.0,1,C0
0,240307,BROWNING,4384,48.5,113.0,7G,68,25,8,0.0,73,62,10,336,7,8,5,4,H,32,Montana,-0.214023132789384,-0.3538461538461539,-0.5,-0.4285714285714286,-1.0,0.680666951599733,-113.0,0,C0
0,43008,BLACK DIAMOND,1600,37.9,121.8,7F,84,29,14,0.0,31,79,40,529,6,7,5,4,V,63,California,-0.7132610060073523,0.1384615384615384,-0.42000000000000004,0.0,-1.0,1.215384859534635,-121.8,0,C0
0,420917,DOUGWAY WEST,4348,40.1,113.1,7G,91,11,5,0.0,89,63,9,693,7,5,3,3,H,48,Utah,-0.22047879494306466,0.3538461538461539,-0.78,-0.6428571428571429,-1.0,0.712120946184139,-113.1,0,C0
0,44915,ARROYO GRANDE,1048,35.1,120.3,7G,92,30,5,0.0,62,52,8,650,12,10,6,4,H,37,California,-0.8122478256971218,0.3846153846153846,-0.4,-0.6428571428571429,-1.0,0.36612700575567303,-120.3,0,C0
0,89927,SUMTER,30,28.7,-82.0,7G,88,67,2,0.0,19,13,1,196,17,22,11,3,M,6,Florida,-0.9947996054873128,0.2615384615384615,0.3400000000000001,-0.8571428571428572,-1.0,-0.860578783036161,-82.0,1,C0
0,350208,TILLAMOOK,22,45.4,123.8,7G,62,85,4,0.0,17,16,2,204,18,19,19,,,1,Oregon,-0.9962341970770197,-0.5384615384615385,0.7,-0.7142857142857143,-1.0,-0.766216799282943,-123.8,0,C0
0,42009,SANTA ROSA,576,38.4,122.7,7G,80,38,7,0.0,45,46,9,650,15,14,7,3,M,30,California,-0.8968887294898233,0.01538461538461533,-0.24,-0.5,-1.0,0.177403038249237,-122.7,0,C0
0,293305,RAMAH,7604,34.8,108.2,7G,80,12,13,0.05,45,63,16,348,16,14,5,,,61,New Mexico,0.36339998206760504,0.01538461538461533,-0.76,-0.07142857142857151,-0.9713467048710602,0.712120946184139,-108.2,0,C0
0,419601,LBJ,818,33.2,97.6,8G,90,51,7,0.02,35,38,7,641,16,17,10,3,M,16,Texas,-0.8534923339011925,0.3230769230769228,0.020000000000000018,-0.5,-0.9885386819484241,-0.07422891842601098,-97.6,2,C0
0,40105,SHIP MTN L.O.,5309,41.7,123.7,7G,71,27,13,0.0,83,93,21,655,5,7,5,5,V,45,California,-0.04814848022953466,-0.2615384615384615,-0.45999999999999996,-0.07142857142857151,-1.0,1.655740783716319,-123.7,0,C0
0,319004,NEW BERN,20,35.0,77.1,7G,87,67,4,0.03,16,15,2,240,17,24,12,3,M,6,North Carolina,-0.9965928449744463,0.23076923076923084,0.3400000000000001,-0.7142857142857143,-0.9828080229226361,-0.797670793867349,-77.1,1,C0
0,292504,BURRO MOUNTAIN,6895,32.6,108.5,7B,89,24,10,0.0,42,54,13,91,9,11,5,4,H,34,New Mexico,0.2362593024298396,0.29230769230769216,-0.52,-0.2857142857142858,-1.0,0.429034994924485,-108.5,0,C0
0,104006,BULL SPRINGS,5700,42.0,114.4,7G,85,11,5,0.0,78,58,8,368,8,8,4,4,H,46,Idaho,0.021967183717385375,0.16923076923076907,-0.78,-0.6428571428571429,-1.0,0.554850973262109,-114.4,0,C0
0,352622,TEPEE DRAW,4740,43.8,121.0,7C,82,18,7,0.0,21,39,13,560,8,8,4,5,V,50,Oregon,-0.15018380704743117,0.07692307692307665,-0.64,-0.5,-1.0,-0.04277492384160498,-121.0,0,C0
0,45111,ROCK CAMP,4900,34.2,117.2,7B,92,24,10,0.0,62,117,46,717,8,7,5,3,H,66,California,-0.12149197525329503,0.3846153846153846,-0.52,-0.2857142857142858,-1.0,2.410636653742063,-117.2,0,C1
0,464302,BEECH FORK,546,38.3,82.4,8E,81,74,4,0.31,5,7,1,230,19,21,14,1,L,3,West Virginia,-0.9022684479512239,0.04615384615384599,0.48,-0.7142857142857143,-0.8223495702005731,-1.049302750542597,-82.4,1,C0
0,417401,PANTHER JUNCTION,3750,29.3,103.2,7G,90,29,4,0.0,52,36,4,511,10,13,6,2,L,20,Texas,-0.32771451627364834,0.3230769230769228,-0.42000000000000004,-0.7142857142857143,-1.0,-0.13713690759482297,-103.2,0,C0
0,318142,ANSON PEAKING PLAN,456,34.9,-79.9,7G,80,76,2,0.02,27,19,2,259,16,18,13,3,M,4,North Carolina,-0.9184076033354255,0.01538461538461533,0.52,-0.8571428571428572,-0.9885386819484241,-0.6718548155297249,-79.9,1,C0
0,102709,MOUNTAIN HOME,3350,43.0,115.8,7A,90,19,11,0.0,3,46,130,709,6,5,4,4,V,49,Idaho,-0.39944409575898865,0.3230769230769228,-0.62,-0.2142857142857143,-1.0,0.177403038249237,-115.8,0,C0
0,45435,MILL CREEK,4999,34.3,118.0,7B,89,24,18,0.0,68,211,152,663,7,6,5,3,H,66,California,-0.10373890433067334,0.29230769230769216,-0.52,0.2857142857142856,-1.0,5.367312144676227,-118.0,0,C1
0,416601,ATTWATER,145,29.6,96.2,8G,99,41,14,0.0,34,52,14,689,16,18,9,3,M,32,Texas,-0.9741773513852775,0.6000000000000001,-0.17999999999999994,0.0,-1.0,0.36612700575567303,-96.2,2,C0
0,261711,ASH MEADOWS,2091,36.4,116.3,7L,109,12,9,0.0,5,51,88,518,5,5,3,1,M,69,Nevada,-0.625212947189097,0.9076923076923076,-0.76,-0.3571428571428572,-1.0,0.334673011171267,-116.3,0,C0
0,421406,UPPER P.R. CANYON,8269,39.4,109.2,7G,72,23,10,0.0,67,68,13,185,10,9,5,3,M,44,Utah,0.48265040796198333,-0.23076923076923084,-0.54,-0.2857142857142858,-1.0,0.869390919106169,-109.2,0,C0
0,214001,SHERBURNE,1002,45.5,93.7,7G,82,61,6,0.0,27,25,4,177,16,18,12,,,7,Minnesota,-0.820496727337936,0.07692307692307665,0.21999999999999997,-0.5714285714285714,-1.0,-0.483130848023289,-93.7,2,C0
0,451209,ABERNATHY,2000,46.3,123.0,7G,75,49,10,0.0,41,47,10,686,12,15,8,3+,M,21,Washington,-0.641531426522012,-0.1384615384615384,-0.020000000000000018,-0.2857142857142858,-1.0,0.208857032833643,-123.0,0,C0
0,45133,HEAPS PEAK,6455,34.2,117.1,7C,80,38,12,0.0,14,42,21,470,11,9,7,5,V,36,California,0.1573567649959653,0.01538461538461533,-0.24,-0.1428571428571429,-1.0,0.05158705991161302,-117.1,0,C0
0,314540,ROWAN COUNTY AIRPO,773,35.6,-80.5,7G,82,70,4,0.0,29,27,4,651,17,17,12,,,7,North Carolina,-0.8615619115932933,0.07692307692307665,0.40000000000000013,-0.7142857142857143,-1.0,-0.42022285885447697,-80.5,1,C0
0,55503,SAND DUNES,8324,37.7,105.5,7G,73,22,5,0.0,61,48,7,265,11,10,6,3,M,26,Colorado,0.49251322514121765,-0.20000000000000018,-0.56,-0.6428571428571429,-1.0,0.24031102741804902,-105.5,0,C0
0,317541,GOLDSBORO-WAYNE M,134,35.4,-77.9,7G,82,80,8,0.0,27,33,7,789,17,17,14,3,M,6,North Carolina,-0.9761499148211243,0.07692307692307665,0.6000000000000001,-0.4285714285714286,-1.0,-0.23149889134804097,-77.9,1,C0
0,411901,CADDO LAKE NWR,200,32.6,94.1,8G,95,49,4,0.16,15,12,1,389,17,25,9,2,L,6,Texas,-0.9643145342060432,0.476923076923077,-0.020000000000000018,-0.7142857142857143,-0.9083094555873925,-0.892032777620567,-94.1,2,C0
0,420703,BEAR RIVER,8475,40.8,110.8,7G,72,22,3,0.0,55,65,14,262,13,11,6,3,H,47,Utah,0.5195911413969336,-0.23076923076923084,-0.56,-0.7857142857142857,-1.0,0.775028935352951,-110.8,0,C0
0,40730,GORDON,6215,40.7,120.8,7G,85,16,3,0.0,83,49,5,418,6,7,4,3,M,32,California,0.11431901730476102,0.16923076923076907,-0.6799999999999999,-0.7857142857142857,-1.0,0.271765022002455,-120.8,0,C0
0,100711,PIERCE,3085,46.4,115.7,7G,88,19,3,0.0,45,44,7,591,14,14,6,3,M,36,Idaho,-0.4469649421680265,0.2615384615384615,-0.62,-0.7857142857142857,-1.0,0.11449504908042502,-115.7,0,C0
0,320701,HAMPDEN,1582,48.5,98.6,7L,72,35,15,0.0,1,14,25,186,13,15,8,2,L,17,North Dakota,-0.7164888370841926,-0.23076923076923084,-0.29999999999999993,0.0714285714285714,-1.0,-0.829124788451755,-98.6,0,C0
0,44317,HUNTER LIGGET,1116,36.0,121.2,7B,102,9,11,0.0,106,195,82,686,6,6,3,5,E 1,0,California,-0.800053797184614,0.6923076923076925,-0.8200000000000001,-0.2142857142857143,-1.0,4.8640482313257305,-121.2,0,C1
0,471002,WOODRUFF,1619,45.8,89.6,7Q,77,59,3,0.0,21,15,2,205,16,19,12,1,L,4,Wisconsin,-0.7098538509817987,-0.0769230769230771,0.17999999999999994,-0.7857142857142857,-1.0,-0.797670793867349,-89.6,2,C0
0,410202,CADDO,619,33.7,95.9,8G,90,55,8,0.0,16,22,5,519,17,25,11,2,L,12,Texas,-0.8891777996951493,0.3230769230769228,0.10000000000000009,-0.4285714285714286,-1.0,-0.577492831776507,-95.9,2,C0
0,221502,HIGHWAY 41,320,34.0,88.8,8E,84,81,1,0.0,8,8,1,647,17,17,17,2,L,1,Mississippi,-0.9427956603604412,0.1384615384615384,0.6200000000000001,-0.9285714285714286,-1.0,-1.017848755958191,-88.8,1,C0
0,96801,MIDWAY,1,31.7,81.4,8D,93,52,5,0.0,53,46,7,485,18,21,11,5,H,8,Georgia,-1.0,0.41538461538461524,0.040000000000000036,-0.6428571428571429,-1.0,0.177403038249237,-81.4,1,C0
0,53808,CARPENTER RIDGE,8188,38.4,109.0,7G,73,23,6,0.0,64,52,8,315,10,9,6,3,M,30,Colorado,0.468125168116202,-0.20000000000000018,-0.54,-0.5714285714285714,-1.0,0.36612700575567303,-109.0,0,C0
0,42614,SUGARLOAF (ENF),5653,38.7,120.3,7G,86,18,7,0.0,83,70,11,531,6,7,4,3,H,45,California,0.013538958127857992,0.20000000000000018,-0.64,-0.5,-1.0,0.932298908274981,-120.3,0,C0
0,260305,LONG HOLLOW,5820,41.5,116.2,7T,89,8,11,0.0,24,90,67,491,5,5,2,4,V,79,Nevada,0.04348605756298762,0.29230769230769216,-0.84,-0.2142857142857143,-1.0,1.561378799963101,-116.2,0,C0
0,98201,CAMILLA,62,31.2,84.2,8C,89,62,6,0.24,0,0,0,216,19,23,35,1,L,0,Georgia,-0.9890612391284856,0.29230769230769216,0.24,-0.5714285714285714,-0.8624641833810889,-1.2694807126334389,-84.2,1,C0
0,407301,MEIGS EOC,850,35.5,84.7,8E,84,67,1,0.1,3,2,0,114,27,28,15,1,L,1,Tennessee,-0.8477539675423653,0.1384615384615384,0.3400000000000001,-0.9285714285714286,-0.9426934097421203,-1.2065727234646269,-84.7,1,C0
0,41701,PIKE CNTY LO,3701,39.4,121.2,7G,90,24,6,0.0,85,65,9,768,6,6,4,4,H,41,California,-0.3365013897606025,0.3230769230769228,-0.52,-0.5714285714285714,-1.0,0.775028935352951,-121.2,0,C0
0,233701,CLINTON,750,38.3,93.7,7E,77,87,2,0.01,5,8,1,662,17,17,19,1,L,1,Missouri,-0.8656863624137003,-0.0769230769230771,0.74,-0.8571428571428572,-0.994269340974212,-1.017848755958191,-93.7,2,C0
