Elev,  Lat,  Long, Mdl,  Tmp,  RH , Wind,   PPT ,  ERC,   BI,   SC, KBDI,   HUN,  THOU,   TEN,  STL, ADJ,  I   
5590, 42.1, 120.8, 7C ,   79,   24,    8,    .00,   18,   39,   15,  387,     7,     8,     5,   3+,  M , 42   
5650, 42.5, 119.6, 7T ,   75,   35,   11,    .00,   11,   52,   46,  359,     7,     7,     7,   3 ,  M , 28   
4565, 43.5, 120.2, 7C ,   84,   27,    8,    .01,   18,   37,   13,  365,     7,     8,     5,   3+,  M , 38   
5085, 42.7, 120.7, 7G ,   81,   21,   14,    .00,   78,   98,   25,  360,     7,     7,     5,   4 ,  V , 61   
5320, 43.9, 119.5, 7C ,   81,   31,    4,    .00,   13,   22,    6,  221,    11,    10,     7,   3+,  M , 20   
6352, 43.1, 118.5, 7T ,   76,   38,    5,    .00,   10,   33,   19,  224,     8,     7,     7,   3+,  M , 16   
6420, 43.3, 119.8, 7T ,   73,   36,   13,    .00,   10,   57,   58,  242,     7,     7,     7,   4 ,  H , 30   
5172, 43.8, 118.9, 7C ,   82,   30,    3,    .00,   14,   23,    6,  322,     8,     9,     6,   3+,  M , 20   
4907, 42.4, 119.1, 7T ,   82,   29,   15,    .00,   14,   74,   76,  616,     7,     7,     6,   3-,  M , 44   
4400, 43.5, 119.2, 7T ,   84,   29,    6,    .00,   13,   40,   21,  384,     7,     7,     6,   3+,  M , 24   
5080, 42.2, 118.9, 7T ,   89,   22,   14,    .00,   18,   84,   78,  563,     6,     6,     5,   5 ,  V , 57   
4860, 42.8, 118.9, 7T ,   82,   30,    9,    .00,   14,   55,   40,  406,     7,     6,     6,   4 ,  H , 31   
5592, 43.5, 118.4, 7T ,   79,   32,    2,    .00,   13,   29,   10,  238,     6,     6,     6,   3-,  M , 15   
6460, 44.0, 118.4, 7C ,   75,   36,   11,    .00,   13,   37,   18,  311,     7,     7,     7,   3+,  M , 29   
5000, 42.9, 119.2, 7A ,   80,   31,   10,    .00,    2,   33,   93,  473,     8,     8,     7,   3+,  M , 26   
6100, 42.8, 118.6, 7T ,   80,   32,    7,    .00,   11,   40,   25,  256,     8,     9,     6,   3+,  M , 26   
5080, 42.7, 118.5, 7A ,   85,   30,    3,    .21,    2,   19,   26,  296,     7,     6,     6,   2 ,  L , 14   
4560, 42.6, 117.3, 7T ,   86,   26,    9,    .00,   14,   52,   36,  261,     6,     6,     5,   3 ,  M , 34   
5187, 43.9, 117.9, 7T ,   73,   44,    6,    .00,    5,   20,   13,  262,     7,     7,     8,   1 ,  L , 11   
4400, 43.5, 117.2, 7A ,   86,   27,    4,    .00,    2,   21,   28,  229,     5,     6,     5,   3 ,  M , 18   
4460, 43.5, 117.8, 7T ,   81,   31,    8,    .01,   13,   47,   30,  360,     6,     7,     6,   3 ,  M , 26   
2495, 44.0, 117.2, 7A ,   89,   27,    3,    .00,    2,   17,   20,  432,     5,     6,     5,   3-,  M , 14   
 625, 40.4,  76.7, 7G ,   81,   40,    3,    .00,   23,   17,    2,  242,    17,    21,     9,   2 ,  L , 11   
 710, 40.4,  76.6, 7G ,   79,   43,    5,    .00,   24,   28,    5,  257,    17,    21,     9,   3 ,  M , 16   
  39, 41.3,  71.5, 8L ,   67,   92,    0,    .25,    0,    0,    0,  468,    21,    21,    22,   1 ,  L ,  0   
1669, 34.8,  83.1, 8E ,   66,   93,    2,    .66,    0,    0,    0,   96,    17,    21,    35,   1 ,  L ,  0   
1243, 35.0,  82.6, 7G ,   73,   91,    3,    .71,    0,    0,    0,  236,    20,    24,    35,     ,    ,  0   
3525, 35.0,  82.7, 7G ,   67,   83,    3,   2.13,    1,    0,    0,   17,    19,    23,    35,     ,    ,  0   
 820, 35.1,  81.4, 8G ,   86,   70,    2,    .00,   21,   22,    4,  409,    18,    21,    14,   3 ,  M ,  4   
 225, 34.7,  82.0, 7G ,   90,   49,    3,    .00,   25,   21,    3,  535,    18,    20,    10,     ,    , 11   
 383, 34.5,  81.5, 8E ,   91,   46,    3,    .00,   20,   16,    2,  561,    17,    19,    10,   2 ,  L , 10   
 394, 34.6,  80.2, 8C ,   86,   59,    3,    .00,   12,   17,    4,  246,    18,    21,    12,   3-,  M ,  6   
 123, 33.8,  80.7, 8P ,   88,   61,    0,    .28,   16,   14,    2,  275,    18,    21,    12,   2 ,  L ,  6   
 548, 34.0,  80.8, 7G ,   89,   52,    5,    .01,   25,   23,    3,  427,    18,    19,    10,     ,    , 11   
  93, 34.1,  79.3, 7G ,   87,   78,    3,    .33,   23,   19,    2,   23,    15,    20,    13,     ,    ,  4   
   8, 33.9,  79.0, 7G ,   87,   62,    3,    .33,   21,   19,    3,  215,    18,    21,    11,     ,    ,  8   
 275, 33.3,  81.5, 8P ,   88,   52,    4,    .00,   21,   11,    1,  618,    17,    19,    10,   2 ,  L ,  6   
 321, 33.5,  80.8, 7G ,   90,   52,    2,    .00,   22,   18,    2,   89,    17,    21,    10,     ,    ,  9   
  78, 33.5,  80.4, 7G ,   89,   71,    2,    .55,   22,   18,    2,  291,    19,    19,    13,   4 ,  M ,  5   
 330, 33.2,  81.5, 8P ,   90,   53,    2,    .00,   22,   12,    1,  612,    17,    20,    10,   2 ,  L ,  8   
  51, 33.1,  79.8, 8D ,   91,   52,    1,   1.47,    3,    0,    0,  340,    19,    22,    35,   1 ,  L ,  0   
   9, 32.6,  80.3, 7G ,   91,   52,    3,    .04,   33,   25,    3,  519,    15,    17,     9,     ,    , 13   
  19, 32.9,  79.6, 8D ,   89,   74,    0,    .10,    2,    0,    0,  117,    20,    22,    35,   1 ,  L ,  0   
  10, 32.1,  81.0, 7G ,   89,   56,    2,    .01,   16,   15,    2,  662,    19,    24,    11,   3 ,  M ,  8   
  99, 32.9,  80.6, 7G ,   88,   58,    1,    .05,   17,   14,    2,   93,    20,    22,    12,     ,    ,  6   
2176, 45.6, 101.0, 7L ,   94,   33,    8,    .00,    4,   38,   62,  132,    10,    14,     7,   3 ,  M , 32   
2030, 45.8,  99.4, 7L ,   91,   41,    6,    .00,    0,    3,    3,  168,    14,    16,     8,   1 ,  L ,  5   
2010, 45.8,  97.4, 7L ,   83,   46,   20,    .00,    2,   28,   68,  135,    14,    15,     9,   3 ,  M , 23   
2515, 45.6, 102.1, 7L ,   97,   19,   11,    .00,    1,   16,   27,  162,     9,    14,     5,   2 ,  M , 30   
2290, 45.0, 101.4, 7G ,  100,   16,   13,    .00,   51,   64,   15,  317,    10,    14,     4,     ,    , 60   
4644, 44.1, 103.5, 7G ,   87,   24,    4,    .00,   48,   37,    5,  208,     9,    14,     6,   4 ,  H , 24   
3898, 44.4, 103.8, 7G ,   89,   21,    5,    .00,   70,   55,    8,  349,     6,    10,     5,   5 ,  V , 33   
3080, 43.8, 102.2, 7G ,   96,   16,    9,    .00,   64,   64,   12,  440,     7,    11,     4,   4 ,  V , 52   
5071, 43.8, 103.4, 7G ,   90,   19,    6,    .00,   70,   59,    9,  262,     6,    10,     4,   5 ,  V , 38   
4674, 43.9, 103.4, 7G ,   91,   21,    5,    .00,   61,   50,    7,  192,     7,    12,     5,   5 ,  V , 32   
6848, 44.1, 103.8, 7G ,   81,   24,    4,    .00,   61,   47,    6,  208,     7,    12,     5,   5 ,  V , 29   
3793, 44.0, 103.3, 7G ,   92,   19,    4,    .00,   66,   50,    7,  116,     6,    11,     4,   5 ,  V , 33   
1876, 44.2,  98.7, 7L ,   82,   60,   19,    .00,    0,    2,    2,   79,    14,    17,    11,   1 ,  L ,  3   
4233, 43.5, 103.4, 7G ,   80,   46,    6,    .07,   59,   47,    7,  113,     7,    11,     8,   4 ,  M , 14   
5821, 43.7, 103.6, 7G ,   76,   44,    3,    .01,   53,   36,    4,   97,     8,    12,     8,   4 ,  M , 11   
3950, 43.7, 103.3, 7G ,   86,   38,    2,    .02,   63,   39,    4,  358,     7,    10,     7,   4 ,  M , 15   
2274, 44.1, 100.3, 7G ,   97,   26,    9,    .00,   45,   49,   10,  259,    12,    15,     6,     ,    , 37   
4644, 43.4, 103.7, 7G ,   95,   17,    6,    .00,   69,   59,    9,  254,     6,    10,     4,   4 ,  H , 45   
3786, 43.2, 102.2, 7G ,   96,   19,    8,    .00,   59,   55,   10,  337,     8,    12,     4,     ,    , 43   
2840, 43.3, 101.1, 7G ,   91,   29,    5,    .00,   54,   51,    9,  334,     9,    13,     6,     ,    , 28   
1710, 43.2,  98.7, 7L ,   84,   52,   14,    .00,    1,   11,   20,  144,    16,    18,    10,   2 ,  L , 11   
 580, 36.5,  87.9, 8E ,   79,   65,    6,    .00,    9,   10,    2,  362,    16,    19,    13,   2 ,  L ,  5   
 545, 36.6,  87.5, 7L ,   80,   65,    6,    .00,    0,    1,    1,  259,    17,    20,    13,   1 ,  L ,  1   
 970, 36.5,  86.0, 8E ,   82,   63,    3,    .00,   11,   10,    1,  350,    17,    23,    12,   2 ,  L ,  3   
1720, 36.5,  84.8, 8E ,   75,   73,    2,    .42,    6,    4,    0,  400,    18,    20,    15,   1 ,  L ,  1   
1445, 36.4,  84.6, 8E ,   73,   79,    5,    .16,    4,    4,    1,  181,    17,    21,    16,   1 ,  L ,  1   
 499, 36.1,  88.8, 8E ,   76,   71,    4,    .00,    9,    9,    1,  568,    17,    19,    14,   1 ,  L ,  2   
 706, 36.0,  87.2, 8E ,   72,   82,    3,    .00,    4,    4,    1,  334,    18,    20,    17,   1 ,  L ,  1   
2300, 35.9,  82.8, 8E ,   83,   62,    3,    .00,    7,    8,    1,  233,    18,    22,    12,   1 ,  L ,  6   
2830, 36.2,  82.3, 8E ,   77,   66,    2,    .49,    5,    6,    1,   17,    19,    22,    12,   1 ,  L ,  3   
 208, 35.9,  89.4, 8E ,   76,   68,    7,    .00,   12,   20,    5,  137,    16,    17,    13,   2 ,  L ,  4   
1635, 36.0,  84.9, 8E ,   78,   68,    2,    .00,   10,    8,    1,  629,    17,    19,    13,   1 ,  L ,  2   
 280, 35.5,  89.5, 8E ,   76,   74,    7,    .00,   10,   15,    3,  606,    17,    18,    15,   2 ,  L ,  3   
 920, 35.5,  87.4, 8E ,   79,   70,    3,    .00,    8,    8,    1,  500,    17,    19,    15,   1 ,  L ,  3   
1150, 35.3,  86.7, 8E ,   79,   69,    3,    .90,    8,    8,    1,  324,    16,    18,    12,   1 ,  L ,  3   
1780, 35.6,  85.2, 8E ,   66,   96,    2,    .58,    0,    0,    0,  380,    18,    21,    35,   1 ,  L ,  0   
1920, 35.3,  84.1, 8E ,   83,   65,    2,    .00,    7,    8,    1,  242,    18,    22,    12,   1 ,  L ,  5   
2700, 35.6,  83.8, 8G ,   81,   60,    3,    .00,   26,   20,    2,  261,    15,    19,    11,   3 ,  M ,  6   
 439, 35.3,  88.8, 8E ,   74,   75,    3,    .00,    8,   11,    2,  569,    16,    18,    15,   2 ,  L ,  2   
 420, 35.1,  88.3, 8E ,   76,   79,    3,    .00,    6,    6,    1,  545,    17,    19,    16,   1 ,  L ,  1   
 995, 35.3,  86.0, 8E ,   87,   60,    1,    .14,   12,    9,    1,  579,    17,    19,    11,   1 ,  L ,  3   
1920, 35.1,  85.4, 8E ,   76,   84,    3,    .07,    0,    0,    0,  372,    16,    19,    35,   1 ,  L ,  0   
1322, 35.1,  84.5, 8E ,   80,   72,    6,    .02,    4,    6,    1,  121,    18,    22,    14,   1 ,  L ,  3   
 695, 35.2,  84.5, 8E ,   83,   68,    7,    .00,    9,   10,    2,  487,    18,    20,    12,   2 ,  L ,  4   
 527, 33.7,  95.9, 8G ,   88,   39,    3,    .00,   26,   20,    2,  512,    18,    20,     9,   2 ,  L , 13   
 399, 33.6,  95.0, 8G ,   88,   42,    4,    .00,   37,   28,    4,  660,    13,    18,     8,   3 ,  M , 17   
 200, 33.3,  94.0, 8G ,   87,   61,    3,    .00,   13,   12,    2,  176,    18,    25,    11,   2 ,  L ,  7   
 500, 33.0,  94.3, 8G ,   87,   50,    3,    .00,   24,   19,    2,  479,    16,    21,     9,   3 ,  M , 11   
 295, 32.7,  94.9, 8G ,   89,   34,    3,    .00,   38,   28,    3,  604,    13,    18,     6,   3 ,  M , 22   
 541, 32.3,  95.4, 8G ,   90,   28,    6,    .00,   51,   47,    8,  656,    12,    15,     6,   3 ,  M , 37   
 200, 32.6,  94.1, 8G ,   91,   41,    4,    .00,   27,   23,    3,  646,    16,    20,     8,   3 ,  M , 16   
 470, 32.2,  95.7, 8G ,   91,   35,    2,    .00,   36,   26,    3,  492,    16,    17,     7,   3 ,  M , 21   
 353, 32.1,  94.8, 8G ,   92,   31,    7,    .00,   35,   35,    6,  643,    14,    19,     7,   3 ,  M , 29   
 380, 31.7,  95.5, 8G ,   90,   38,    4,    .00,   30,   25,    3,  533,    18,    19,     8,   3 ,  M , 21   
 412, 31.7,  94.6, 8G ,   91,   36,    4,    .00,   28,   24,    3,  669,    17,    20,     8,   3 ,  M , 19   
 229, 31.8,  94.0, 8G ,   92,   45,    3,    .00,   28,   21,    3,  612,    16,    20,     9,   3 ,  M , 12   
 329, 31.2,  96.3, 8G ,   93,   29,    9,    .00,   40,   45,    9,  662,    14,    17,     6,   3 ,  M , 40   
 434, 31.3,  95.1, 8G ,   90,   35,    6,    .00,   30,   30,    5,  589,    16,    19,     8,   3 ,  M , 24   
 127, 31.1,  94.3, 8G ,   92,   40,    2,    .00,   25,   18,    2,  611,    15,    22,     8,   2 ,  L , 12   
 158, 31.3,  94.8, 8G ,   90,   41,    7,    .00,   27,   29,    5,  665,    17,    20,     8,   3 ,  M , 21   
 145, 31.2,  93.8, 8G ,   91,   47,    4,    .00,   27,   22,    3,  605,    16,    21,     9,   3 ,  M , 14   
 318, 30.5,  96.6, 8G ,   97,   25,   10,    .00,   45,   53,   11,  650,    12,    17,     5,   3 ,  H , 50   
 230, 30.7,  95.6, 8G ,   91,   39,    8,    .00,   30,   35,    7,  519,    17,    19,     8,   3 ,  M , 28   
 145, 30.5,  95.0, 8G ,   93,   32,    5,    .00,   33,   29,    4,  671,    16,    19,     8,   3 ,  M , 21   
 264, 30.7,  94.4, 8G ,   93,   33,    9,    .00,   29,   34,    7,  579,    14,    21,     7,   3 ,  M , 29   
 118, 30.6,  93.8, 8G ,   94,   38,    2,    .00,   24,   17,    2,  447,    13,    23,     7,   2 ,  L , 14   
 123, 30.2,  95.4, 8G ,   96,   31,    4,    .00,   32,   27,    4,  642,    16,    19,     7,   3 ,  M , 25   
 100, 30.1,  94.9, 8G ,   92,   40,    9,    .00,   22,   28,    6,  492,    18,    22,     8,   3 ,  M , 24   
 383, 30.2,  97.3, 8G ,   97,   22,   11,    .00,   53,   67,   16,  714,    11,    15,     5,   5 ,  V , 63   
 155, 29.9,  96.8, 8G ,   98,   25,    7,    .01,   47,   48,    9,  698,    12,    16,     5,   4 ,  H , 44   
   5, 29.6,  94.4, 8G ,   92,   58,    7,    .00,   16,   20,    4,  449,    17,    25,    10,   2 ,  L , 12   
 100, 30.5,  94.3, 7G ,   94,   41,    3,    .00,   17,   13,    2,  497,    17,    25,     8,   2 ,  L , 12   
 357, 29.5,  97.6, 8G ,  102,   19,    8,    .00,   43,   45,    8,  684,    13,    17,     5,   4 ,  H , 46   
 145, 29.6,  96.2, 8G ,   98,   26,   10,    .00,   32,   40,    9,  551,    15,    20,     6,   3 ,  M , 43   
3957, 31.8, 106.3, 7G ,   93,   19,    3,    .00,   83,   48,    5,  644,     5,     7,     4,   2 ,  M , 33   
5381, 31.8, 104.7, 7G ,   88,   17,   10,    .00,   63,   66,   13,  460,     8,    11,     4,   3 ,  H , 59   
7755, 31.9, 104.8, 7G ,   76,   25,   11,    .00,   50,   55,   11,  150,     9,    14,     5,   3-,  M , 44   
3873, 31.9, 104.9, 7G ,   96,   17,    5,    .00,   68,   50,    7,  530,     7,    10,     3,   2 ,  M , 44   
4764, 30.6, 103.8, 7G ,   88,   23,    8,    .00,   47,   47,    8,  560,    15,    13,     6,   2 ,  M , 42   
7064, 30.6, 104.1, 7G ,   80,   27,    8,    .00,   44,   43,    8,  247,    12,    15,     6,   2 ,  M , 35   
3750, 29.3, 103.2, 7G ,   93,   20,   10,    .00,   82,   79,   15,  681,     7,     7,     4,   3 ,  H , 57   
5400, 29.2, 103.3, 7G ,   83,   22,   10,    .00,   77,   95,   24,  618,     7,     8,     4,   3 ,  H , 65   
4476, 30.0, 103.4, 7G ,   90,   24,    7,    .00,   75,   61,    9,  643,     7,     8,     5,   3 ,  M , 40   
2822, 31.7, 103.2, 7G ,   97,   21,    6,    .00,   79,   61,    9,  759,     7,     8,     4,   3 ,  H , 47   
3009, 30.9, 102.9, 7G ,   93,   25,    3,    .00,   78,   46,    5,  590,     7,     8,     5,   2 ,  M , 29   
2562, 30.9, 101.1, 7G ,   98,   23,    2,    .00,   63,   38,    4,  618,     9,    11,     5,   2 ,  M , 28   
1463, 30.7,  99.1, 8G ,   99,   23,    7,    .00,   73,   67,   11,  711,     9,    11,     4,   3 ,  H , 53   
2220, 29.8,  99.5, 8G ,   96,   23,    3,    .00,   53,   38,    5,  560,    10,    15,     5,   3 ,  M , 30   
1729, 30.5,  99.7, 8G ,   97,   29,    5,    .02,   64,   51,    8,  655,    11,    12,     5,   3 ,  M , 38   
1489, 30.2,  98.6, 8G ,   97,   22,    7,    .00,   56,   55,   10,  633,    10,    14,     5,   3 ,  H , 46   
1035, 30.5,  98.0, 8G ,  100,   16,    8,    .00,   65,   69,   14,  710,     9,    13,     4,   5 ,  E , 66   
1362, 30.6,  98.0, 8G ,   96,   19,    7,    .00,   64,   62,   11,  665,     9,    13,     4,   3 ,  H , 55   
 442, 30.2,  97.6, 8G ,   98,   24,    5,    .00,   58,   49,    7,  666,    10,    14,     5,   3 ,  M , 41   
 722, 30.1,  97.8, 8G ,   99,   19,    7,    .00,   52,   52,   10,  618,    11,    15,     4,   3 ,  H , 52   
1592, 29.6, 100.4, 8G ,   96,   26,    6,    .73,   46,   30,    3,  653,    17,    14,     7,   2 ,  L , 16   
2195, 30.2, 100.5, 8G ,   97,   23,    5,    .00,   63,   36,    4,  643,    11,    11,     5,   2 ,  M , 21   
 997, 29.3, 100.9, 8G ,   97,   37,    5,    .00,   60,   34,    3,  732,    13,    11,     7,   2 ,  L , 17   
1147, 29.8,  98.5, 8G ,   97,   24,    5,    .00,   55,   47,    7,  636,    11,    14,     5,   3 ,  M , 37   
 525, 28.8,  99.1, 8G ,  100,   27,    4,    .00,   51,   41,    6,  636,    11,    15,     6,   3 ,  M , 32   
 928, 29.3,  99.1, 8G ,   99,   24,    4,    .00,   53,   47,    7,  585,    11,    15,     5,   3 ,  M , 38   
 574, 29.3,  98.4, 8G ,   99,   27,    6,    .02,   43,   38,    6,  639,    12,    17,     6,   3 ,  M , 32   
 646, 29.7,  98.0, 8G ,  102,   23,   10,    .00,   67,   76,   17,  756,     9,    12,     4,   5 ,  V , 65   
 238, 28.4,  98.2, 8G ,  100,   32,    6,    .00,   48,   46,    8,  666,    13,    15,     6,   3 ,  M , 37   
  23, 28.8,  96.9, 8G ,  101,   27,    7,    .00,   30,   32,    6,  556,    15,    21,     6,   3 ,  M , 32   
   8, 29.1,  95.3, 8G ,   95,   38,    7,    .00,   19,   23,    4,  461,    16,    24,     8,   3 ,  M , 21   
  14, 28.8,  95.5, 8G ,   94,   53,    9,    .00,   23,   29,    6,  523,    17,    22,    10,   3 ,  M , 18   
 581, 27.3,  98.7, 8G ,   94,   37,    3,    .04,   35,   25,    3,  495,    15,    18,     7,   2 ,  L , 17   
 476, 28.4,  99.2, 8G ,   99,   29,    6,    .00,   45,   41,    6,  521,    12,    16,     6,   3 ,  M , 35   
   9, 28.3,  96.8, 8G ,   99,   33,    6,    .00,   32,   30,    5,  490,    14,    19,     7,   3 ,  M , 22   
  18, 28.1,  96.8, 8N ,   96,   50,    9,    .00,   30,   80,   42,  557,    16,    20,    10,   3 ,  M , 16   
 177, 27.7,  98.0, 8G ,   97,   37,    5,    .00,   32,   26,    4,  404,    14,    18,     8,   2 ,  L , 15   
  90, 26.0,  98.1, 8G ,   99,   35,    2,    .00,   30,   21,    2,  311,    15,    19,     7,   2 ,  L , 17   
  25, 26.2,  97.3, 8G ,   95,   38,    6,    .00,   28,   27,    4,  280,    16,    19,     8,   3 ,  M , 21   
 219, 26.5,  99.1, 8G ,   97,   46,    2,    .02,   28,   20,    2,  272,    16,    19,     9,   2 ,  L , 13   
  15, 26.5,  98.0, 8G ,   99,   34,    5,    .00,   25,   24,    4,  244,    16,    21,     7,   2 ,  M , 24   
3052, 35.6, 101.5, 7L ,   90,   30,   13,    .00,    4,   48,  104,  536,    10,    13,     7,   3 ,  M , 39   
3989, 36.0, 102.5, 7G ,   95,   22,    8,    .00,   58,   51,    8,  581,     9,    12,     4,   3 ,  M , 44   
4058, 34.8, 102.8, 7G ,   96,   18,   11,    .00,   59,   64,   13,  439,     9,    12,     4,   3 ,  H , 60   
2375, 35.4, 100.1, 7G ,   81,   46,   12,    .00,   44,   45,    8,  559,    11,    14,     9,   2 ,  L , 16   
3606, 35.2, 101.7, 7G ,   91,   28,   12,    .00,   54,   59,   12,  527,     9,    13,     5,   3 ,  H , 47   
2561, 34.4, 101.0, 7G ,   94,   25,    9,    .00,   59,   56,   10,  626,     8,    11,     5,   3 ,  M , 41   
1833, 34.1, 100.3, 7G ,   90,   33,    5,    .00,   37,   28,    3,  340,    14,    16,     8,   2 ,  L , 16   
1905, 33.2, 100.5, 7G ,   95,   20,    7,    .00,   53,   51,    9,  562,    12,    13,     5,   3 ,  M , 44   
3281, 33.6, 101.8, 7G ,   90,   32,    7,    .00,   65,   51,    7,  580,     7,    10,     6,   3 ,  M , 30   
2449, 32.7, 101.4, 7G ,   97,   23,    4,    .00,   72,   46,    5,  586,     7,     9,     4,   3 ,  M , 35   
2802, 31.9, 102.1, 7G ,   96,   24,    4,    .00,   75,   50,    6,  730,     8,     8,     4,   3 ,  M , 37   
1854, 31.9, 100.5, 7G ,   94,   27,    3,    .00,   70,   43,    5,  658,     8,     9,     5,   3 ,  M , 31   
1916, 31.3, 100.4, 7G ,   95,   27,    4,    .00,   60,   43,    6,  693,    10,    11,     5,   3 ,  M , 33   
1335, 33.4,  99.4, 7G ,   93,   29,    5,    .00,   64,   46,    6,  685,     8,    10,     5,   3 ,  M , 30   
1014, 33.9,  98.4, 7G ,   90,   38,    6,    .00,   33,   28,    4,  293,    15,    18,     7,   2 ,  M , 22   
1900, 32.5,  99.6, 7G ,   95,   22,    4,    .00,   61,   44,    6,  644,    10,    11,     5,   3 ,  M , 37   
 925, 32.8,  98.5, 8G ,   93,   27,    5,    .00,   60,   50,    8,  700,    12,    13,     5,   3 ,  M , 38   
1312, 31.9,  98.5, 8G ,   93,   26,    6,    .00,   59,   54,    9,  676,    12,    13,     5,   3 ,  M , 43   
 974, 32.7,  98.0, 8G ,   91,   26,    6,    .00,   61,   55,    9,  683,    11,    12,     5,   3 ,  M , 42   
1259, 31.0,  98.5, 8G ,   97,   19,    7,    .00,   60,   59,   11,  549,    10,    13,     4,   3 ,  H , 55   
1509, 31.5,  99.6, 8G ,   95,   22,    9,    .00,   76,   78,   15,  731,     8,    10,     4,   3 ,  H , 61   
 932, 33.2,  97.6, 8G ,   92,   31,    5,    .00,   46,   40,    6,  657,    13,    15,     7,   3 ,  M , 25   
 478, 33.2,  95.9, 8G ,   90,   29,    7,    .00,   52,   51,    9,  665,    12,    15,     6,   3 ,  M , 40   
 650, 33.2,  97.1, 8G ,   90,   28,    3,    .00,   50,   36,    5,  610,    12,    15,     6,   3 ,  M , 28   
 520, 32.6,  96.9, 8G ,   92,   30,    4,    .00,   43,   33,    4,  437,    14,    16,     6,   3 ,  M , 27   
 792, 32.4,  97.8, 8G ,   92,   25,    6,    .00,   56,   52,    9,  595,    12,    13,     5,   3 ,  M , 43   
 472, 32.7,  96.2, 8G ,   90,   28,    3,    .00,   52,   37,    5,  705,    12,    14,     6,   3 ,  M , 29   
 573, 31.0,  97.3, 8G ,   93,   28,    8,    .00,   60,   61,   11,  673,     9,    13,     5,   3 ,  H , 46   
 636, 31.3,  97.4, 8G ,   95,   26,    6,    .00,   63,   56,    9,  680,    10,    13,     5,   3 ,  M , 43   
   5, 29.7,  94.1, 8G ,   94,   42,    5,    .00,   21,   21,    3,  465,    16,    23,     8,   2 ,  L , 16   
8872, 41.6, 111.4, 7G ,   78,   21,   10,    .00,   80,   95,   23,  333,     5,     8,     5,   4 ,  V , 52   
5067, 41.1, 111.9, 7G ,   95,   21,    2,    .00,   87,   63,    8,  408,     5,     6,     4,   4 ,  H , 39   
8536, 40.8, 110.8, 7G ,   84,   19,    5,    .00,   75,   80,   17,  255,     6,     9,     4,   5 ,  V , 53   
9186, 40.9, 110.4, 7G ,   81,   18,    2,    .00,   77,   59,    9,  190,     6,     8,     4,   5 ,  V , 42   
8280, 40.6, 111.0, 7G ,   85,   16,    6,    .00,   87,   92,   20,  264,     5,     7,     3,   5 ,  E , 67   
6975, 40.8, 109.4, 7G ,   76,   28,    5,    .00,   89,   59,    7,  293,     4,     6,     5,   5 ,  V , 24   
5713, 40.8, 109.1, 7G ,   90,   15,   12,    .00,   99,   98,   20,  671,     4,     4,     3,   5 ,  V , 61   
4650, 40.3, 112.7, 7G ,   98,   13,    5,    .00,   98,   66,    8,  677,     4,     5,     3,   4 ,  V , 47   
5639, 40.1, 112.4, 7G ,   96,   15,    7,    .00,   98,   75,   11,  657,     4,     5,     3,   4 ,  V , 51   
5030, 40.5, 113.0, 7G ,   97,   16,    4,    .00,  102,   61,    7,  553,     3,     4,     3,   4 ,  H , 39   
7160, 41.7, 111.2, 7G ,   86,   18,   12,    .00,   86,   89,   19,  324,     5,     7,     4,   4 ,  V , 58   
5194, 40.3, 113.0, 7G ,   97,   16,    7,    .00,  105,   78,   11,  600,     3,     4,     3,   3 ,  H , 55   
4987, 41.6, 113.5, 7G ,   96,   16,   11,    .00,   96,   93,   18,  470,     4,     5,     3,   3 ,  H , 64   
6384, 40.1, 113.8, 7G ,   89,   15,    9,    .00,  104,   91,   16,  491,     3,     4,     3,   5 ,  V , 59   
4385, 40.1, 112.8, 7G ,  101,   14,    6,    .00,  102,   72,   10,  734,     4,     4,     3,   3 ,  H , 51   
4348, 40.1, 113.1, 7G ,  101,   14,    8,    .00,  102,   82,   13,  737,     4,     4,     3,   4 ,  V , 59   
5200, 40.4, 111.7, 7G ,   96,   18,    4,    .00,   99,   64,    8,  560,     4,     4,     3,   4 ,  H , 40   
7300, 40.1, 111.2, 7G ,   90,   14,    9,    .00,   94,   88,   16,  487,     4,     6,     3,   5 ,  V , 66   
5191, 40.4, 112.0, 7T ,   94,   15,    8,    .00,   23,   73,   45,  556,     4,     5,     3,   3 ,  H , 61   
5469, 40.4, 112.0, 7T ,   91,   16,    7,    .00,   22,   65,   37,  509,     4,     5,     3,   3 ,  H , 50   
7800, 40.5, 110.3, 7G ,   83,   17,   10,    .00,   94,   86,   16,  241,     4,     5,     4,   4 ,  V , 49   
7480, 39.8, 110.2, 7G ,   80,   18,   20,    .00,  101,  133,   37,  337,     3,     4,     4,   4 ,  V , 66   
8530, 39.9, 110.8, 7G ,   88,   11,   11,    .00,  101,  100,   20,  214,     3,     5,     2,   5 ,  E , 81   
7311, 40.2, 110.5, 7G ,   85,   16,   13,    .00,   99,  101,   21,  266,     3,     4,     3,   5 ,  V , 60   
6722, 39.6, 109.2, 7G ,   94,   11,    6,    .00,  102,   78,   12,  444,     3,     5,     2,   4 ,  V , 61   
8269, 39.4, 109.2, 7G ,   86,   13,    8,    .00,   97,   80,   13,  180,     3,     5,     3,   5 ,  V , 55   
7378, 39.5, 109.5, 7G ,   91,   11,    7,    .00,  101,   79,   12,  390,     3,     5,     2,   4 ,  V , 61   
